id,type,dc.identifier,dc.language,dc.source,alternative,description,identifier,issued,dct.language,license,publisher,rightsHolder,spatial,title,rootResource,label,owl.versionInfo,contactPoint,dataset,service,namedGraph,homepage,accessRights,conformsTo,endpointDescription,endpointURL,landingPage,servesDataset,page,accrualPeriodicity,temporal,distribution,theme,format,accessURL,compressFormat,downloadURL,mediaType,source,name,downloadLocation,packageFileName,packageName,versionInfo,comment,availableGraphs,defaultDataset,endpoint,feature,resultFormat,supportedLanguage,url
omg_catalog:codelijst,dcat:Catalog,be.vlaanderen.omgeving.data.id.catalog.codelijst,nl,Codelijsten omgeving.,Dataset catalogus codelijsten omgeving.,De codelijsten met betrekking tot het hele domein omgeving van de Vlaamse Overheid.,omg_catalog:codelijst,2022-09-10,language:NLD,http://data.vlaanderen.be/id/licentie/modellicentie-gratis-hergebruik/v1.0,ovo:OVO003323,ovo:OVO003751,https://www.geonames.org/3337388/flanders|country:BEL,"Catalogus van datasets, codelijsten, van het domein omgeving.",omg_catalog:codelijst,"Catalogus van datasets, codelijsten, van het domein omgeving.",Versie 1.0.0  september 2022,omg_vcard:helpdesk,NA,NA,NA,https://data.omgeving.vlaanderen.be/doc/catalog/codelijst.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
